id_reclamo,distancia_centro_km,conexiones_afectadas,calificacion_atencion
0A9FE76FFE4D631,34.06,36.0,3.0
9E96B669CF67DA6,25.75,8.0,4.9
EEBEB1474CFDB5A,7.77,23.0,
1D5E722F07FE054,2.35,26.0,4.0
4A56DDD16A3AB1E,3.45,24.0,3.7
F8F926478881692,66.39,13.0,3.4
CD4559C27363DD3,63.74,35.0,4.9
7460B6D8C35B405,38.44,23.0,4.1
45C5CF332528B8E,0.4,,4.1
C99C7397DCA2F1A,21.28,200.0,2.3
2FDD80304293012,0.4,,4.4
E1123A69266BA53,46.53,18.0,
A3F628DF0D295BD,44.52,71.0,4.1
0FEC4403E523B70,11.63,,5.0
332BAC221327F20,0.4,7.0,4.9
355D9B57CF07F0B,57.14,11.0,4.9
9D90DD8B759BF61,11.58,33.0,1.5
25BC745ED648D59,10.81,,5.0
9F51123627FAB7C,25.35,79.0,4.6
0297C04DB928DF1,33.67,13.0,5.0
BCD603C4468E83E,14.45,11.0,4.7
BE4979D28A4EE27,0.4,60.0,5.0
5399CF3F2DCD5B2,4.11,69.0,4.0
72FCDA0E2501A78,14.41,51.0,2.2
01305AF7E7334FF,46.7,36.0,4.6
693EEC0071CAC19,9.91,13.0,4.2
13139DC348A6B86,9.5,13.0,3.4
2F17C3D95154801,17.54,36.0,2.8
B659C730BB4E86C,39.28,32.0,4.8
F859AEDF40111BF,41.83,90.0,4.0
E3D6C610742DC4E,10.63,8.0,4.6
1D9CC30C218A93B,15.88,16.0,
E8BA3F96EA28C59,0.4,311.0,3.0
6C26407346B79D0,11.03,,3.7
91C8BB655AE51EE,70.19,35.0,3.9
B0775CC68EB602F,7.45,33.0,4.2
0EE9857F2191851,56.49,24.0,2.2
58FBDFFB25A8B98,71.33,42.0,2.9
065FCABDD0FB9EC,49.01,33.0,2.1
2AFBFB64EF7DAE6,6.81,26.0,4.0
362286801D72EA9,9.2,6.0,4.8
E681659F06FAE99,63.02,7.0,4.4
C1349D6F633E03F,28.47,13.0,3.2
2F0939EEC18AC4B,77.59,,4.4
3F59BC8028D7031,57.74,18.0,4.8
C38C8EB2D33AA71,9.24,23.0,4.1
D7962081DED716E,53.57,25.0,4.8
9BAA336B0EB7797,8.79,40.0,4.0
08CF8B207FADDB3,44.14,38.0,4.4
70997CA2B654F43,0.4,66.0,5.0
72F70F80138B305,15.73,6.0,4.1
044A76981E69949,37.14,28.0,
3A40F0EE0D67816,77.39,20.0,3.5
6C1B6EBC8AF9846,48.29,,3.0
AD1B73359F85849,52.8,62.0,5.0
3A66C56B2BAE0CE,25.49,17.0,4.5
79AC8F175DC382F,68.08,26.0,4.3
C9697F78B1CEE57,55.91,74.0,5.0
9A2C2B34C51CBB2,6.09,37.0,4.5
98E4CED9AD26F5C,16.1,29.0,5.0
F81F3AF30263416,83.41,10.0,3.9
E49BB8628E79082,48.08,22.0,
7CF5FECB818E7B3,69820.0,15.0,3.8
BD83C7493620218,42.53,60.0,5.0
B924697B247331E,0.4,2.0,5.0
B67266E7255CBF2,37.93,11.0,4.8
2DB5106DEBED9D0,57.12,82.0,
497E0D747024A83,21.62,27.0,
C072B559B17A67E,0.94,22.0,4.6
FBC8A36DB4E8DE2,10.06,161.0,2.2
472F79C61E248DB,2.65,14.0,4.1
171884E1EF4EB49,60.64,81.0,4.5
54BC43102E91447,32.26,82.0,
8932E846B0D9C2E,20.38,8.0,4.2
469D5B5A5B91724,3.54,45.0,5.0
84D91B7A6921F07,5.09,29.0,5.0
25EA322720FADF2,36.06,,3.9
ED4648C829FC36B,44.22,14.0,4.8
4CAAF1950E34C0F,0.4,10.0,4.1
A6C708E9DE70466,72.72,7.0,4.2
4298F77F08267AE,28.58,19.0,4.2
0F29A3DABE54C6F,8.22,19.0,3.1
23AA03B97A43D38,81.97,7.0,4.8
1BC7C873A885AD6,35.6,32.0,4.1
C4D385510673950,5.3,33.0,4.1
3AB47AF43486982,0.4,7.0,
27DCEE7B09B157D,59.77,10.0,5.0
8B923A15EE52C08,38.79,12.0,3.1
ABAE8CB8CAC5DAA,9.75,45.0,
430751EEE348EA9,0.4,26.0,4.5
DA7AE097B3C9C4B,8.78,128.0,2.6
5C08629DD258C35,87.74,3.0,4.6
BEB65CE5869F14F,0.82,14.0,4.8
1B6C44948CA63B9,60.82,11.0,4.4
18893444F24217F,55.82,7.0,1.6
A775F4BA4EC5E04,7.66,71.0,5.0
DE44F527CD6C262,29.0,4.0,2.8
4B8A339F5A21562,66.49,32.0,4.8
9132734EC22B4E1,1.59,17.0,5.0
FE44ED32F84A53E,74.29,12.0,4.4
D7D5F07EBB00F8A,0.4,47.0,3.5
D05C5977FB3FFCA,64.22,65.0,4.9
3B48BD0A5E2D92A,9.96,52.0,4.1
24A24488A939386,38.11,,4.0
639B782FE258C6F,20.03,3.0,1.8
7BBA8563E4ECFE9,42.44,32.0,4.7
FF02AD8AE5466DF,0.4,17.0,
2FC87D38EA1C625,58.22,,1.2
57D757FA5926518,8.08,41.0,4.6
38900CEB8568B69,69.54,18.0,4.9
632179C103BB840,14.56,8.0,4.4
C5BB83A040071C5,0.4,,
D1F7AFB406CE856,10.63,110.0,2.1
C8190511829F3E5,8.07,8.0,3.8
9234F7BADAB215D,17.01,13.0,
9D246280DF5A340,19.01,15.0,3.3
F91E5369184427A,8.07,4.0,2.9
04E5A3D338AF147,0.88,10.0,3.1
701F23BB68B5485,2.88,25.0,4.0
77847592111FF12,76.47,8.0,5.0
E87A7575D308696,0.4,66.0,5.0
1E189319AA934FE,0.4,,4.7
1A10C9DD109D5DA,19.44,17.0,
5265DDB57E29FB9,0.4,4.0,5.0
EE61419FF4204C2,67.15,,4.5
DD965EB730B6FDD,27.12,7.0,2.5
6B84D359F970437,0.4,25.0,4.1
A2B1D53E566A8EB,0.4,49.0,3.6
64C39EC75D268F8,43.45,17.0,4.1
344951E8A24C68B,53.91,9.0,4.1
49E2E0B38C79B2D,18.89,135.0,4.0
509ABAC86F88057,77.73,29.0,5.0
0D6A1CE57DF36C8,69.51,12.0,4.9
CA3FA23AB326DDD,50.39,5.0,5.0
438670FE80075CB,52.65,16.0,5.0
11C371BE1696826,2.36,17.0,
BF277A0C81352C2,56510.0,,2.5
239CEEFC47614AC,50.62,5.0,5.0
1B620FE16940A75,86.47,11.0,4.5
03CD4F3773B18CC,54.05,38.0,2.4
E138158F2B41817,7.47,13.0,4.6
DFA341D9EB0960E,12.88,177.0,
0A2C45DF0ECB110,96.11,1.0,5.0
F16E30E2FC34BA0,5.19,35.0,3.9
E23B50290FC76EC,5.9,126.0,
07882A36ADCE85F,55.38,49.0,5.0
82B99792C25BAC0,0.4,7.0,4.8
B62DEA9EBB0A61A,18.32,172.0,
AB37BF24D162C0B,53.37,,4.4
E39BC0CA74D80CE,39.96,,4.0
BFD7153FA48E3FF,94.66,6.0,2.9
BC1B8E1D87C9321,10.79,34.0,5.0
008DB1963B793EE,35.94,,4.6
CA63764F69AF66C,43.25,21.0,
80590B59C591397,14.99,19.0,5.0
999B189D72E53B5,64.85,86.0,3.7
C5F79A8DD913695,58.56,41.0,3.8
481A9B7AE12D3F4,66.64,31.0,5.0
D52C5BC4F7B4DE4,12.93,113.0,1.7
564DA82659D72E9,0.4,46.0,5.0
E70C74282EF58FA,111.18,11.0,3.9
8805CD7E2F164DC,47.92,62.0,4.6
99C07D6F6CDD32D,74.66,221.0,3.3
660F9E1D59A3F7A,96.31,17.0,3.1
A103AD976AB9CB6,71.36,51.0,5.0
33865259845E757,72.23,13.0,5.0
1C0A3349A31EE1A,28.09,22.0,3.5
43337830634B8FB,39.97,110.0,3.1
8145D66EF03682D,0.74,13.0,4.2
E5A05618782484F,20.91,252.0,4.9
3260EFBB4300A05,71.69,26.0,3.9
D27C7A6E3087611,7.65,71.0,5.0
5E797516016B891,10.61,142.0,4.4
B5AFCA6C484D35C,11.0,8.0,
E6CB6079ED5CAE8,43.12,13.0,3.4
A0550FB6C82A10F,58.15,92.0,
00A7C83BBEA42C5,19.2,,
9518F9DCA183BBA,40.01,15.0,
D598CAE9494D33D,62.06,82.0,3.3
AA1452D3E922E0A,51.56,139.0,3.9
8387A89198C8F02,46.15,16.0,5.0
0871BBC840BB7E5,15.29,36.0,
F28789F48087E68,25.72,13.0,4.7
A733DBED246EE5E,40.95,31.0,4.1
3D11569A9E4D6C0,13.81,97.0,4.0
FF725ADE32081BF,46.33,154.0,4.7
F2EA4496F564C5A,5.97,150.0,2.6
B1D26E788A1316E,43.75,34.0,4.8
A4A8FE882B9C4DB,72.14,16.0,4.5
4CB16E74C20636C,67.79,34.0,5.0
AA8DA47A8506DC3,50.09,114.0,4.3
80EF15A8407C728,94.81,8.0,5.0
EEA7F658CE9E7F6,11.79,54.0,4.4
BAAAFB90DC578C6,73.63,63.0,4.4
2FFE3EA55CAFF53,66.66,29.0,4.7
E48895D157FCCFF,21.41,15.0,3.7
1D6B49168DAB9A3,1.41,62.0,4.2
E81E5DB495B8E25,91.93,12.0,
A15B9AF2DC49CF0,15.85,39.0,4.7
F9B95C9BBF88F86,37.63,28.0,4.8
01619A0864D551A,0.7,59.0,3.8
6CF1E71BB3FDF49,40.05,53.0,3.3
3AA4C9E9C18202A,5.74,36.0,5.0
290054E3D9844BC,0.4,18.0,4.5
087C5B912F7BB72,29.5,46.0,4.3
ADD9773AE4BDCD3,51.02,29.0,4.7
7BE23B56E5DFE46,0.4,45.0,5.0
1BF8296EC55093E,63.32,57.0,4.4
9842BFE4836CC95,79.8,10.0,5.0
4A331A405A3BE62,8.7,3.0,4.3
8DFAD22395FE61B,78.17,,5.0
8279999B4E76297,50.78,,4.4
BAC3A0EEEA077AD,0.4,6.0,4.4
C7213F7DFB6FA39,3.08,28.0,5.0
2985C85DB275D86,25.75,106.0,4.6
FB82E9E88B58356,46.6,40.0,3.1
087EF9ED22C521A,69.16,69.0,4.1
1B883784A76AED8,8.08,14.0,4.5
9DD052FA8B91209,62.89,77.0,3.5
CDFE85ACC262CE9,41860.0,162.0,3.7
9B3256741F649AA,23.4,40.0,4.3
1652AD3B7828D53,4.51,168.0,5.0
CCBE7C0AA6FA55A,36.84,81.0,4.4
0289C86AD9A7128,1.16,8.0,4.6
1C8C03296D6839C,41.19,69.0,4.6
037830FA789008D,0.91,40.0,
CD37851C4D64B3E,1.41,19.0,
9B330A959E461C8,40.67,39.0,5.0
B2CE915ABF37F98,58.54,35.0,4.2
2C08013403F213D,57.82,10.0,5.0
D0C9390D58EC921,57.77,15.0,4.2
8C0DA186F9F545A,14.47,38.0,
07718432B8345E9,22.02,60.0,5.0
22EFAAA9C31B487,38.69,62.0,4.6
034EC6541DDE623,10.95,22.0,
B4283564F560BA6,45.47,47.0,4.0
1B8168CCDA9698C,0.4,104.0,4.0
08A254942FFC390,57.14,29.0,3.9
0B5880E278AE07A,5.81,28.0,
C84548AAECE4792,4.07,6.0,4.5
36FDF973A8CD42F,46.32,33.0,4.7
A73C9D2A924C9B0,85.88,122.0,
CACE351AB00BEC7,36.54,8.0,5.0
A7238629508F0C6,18.26,10.0,
1F902CB62DA60CA,7.28,21.0,
42C1FF1DC462306,4.06,19.0,3.1
C8360151074875F,68.71,22.0,2.7
E7AD6D39C2F3A17,5.55,8.0,4.1
55A22EB03B00835,35.03,24.0,5.0
DAFA57F82A7F1FF,65.36,82.0,4.0
941FE67570840BE,57.06,19.0,
111B4ADBF80AA47,9.1,,3.9
506AA7B24A01D1D,4.92,56.0,1.4
11A141621E4F986,27.53,156.0,4.0
97C80950DAF82CC,71.87,26.0,3.9
9D185DF32DCBBF3,65.26,,4.3
6FDB02705C8ED8E,63.28,28.0,4.5
D7424C806AD0373,43.01,8.0,5.0
9D885FEA9F366B3,1.2,47.0,4.7
2026748B04DE091,54.32,9.0,4.7
78953042D522BDA,6.28,6.0,5.0
C2F4CC45CD8F372,50.31,18.0,
30331DAD6CA7675,56.85,14.0,3.7
260335588F52937,3.58,26.0,4.2
8CFA44A8EBEF429,16.96,,4.9
DCBBFE0A78BBB72,6.22,15.0,4.2
D178F995055E87A,71.2,34.0,5.0
E864A0AED8E8EE3,6.45,,3.9
0569C7DA732BA28,55.28,42.0,3.9
8F1773B28C9DB2C,20.91,,4.7
F0533761ABA8E9A,21.4,,5.0
CC44ADEFD03055A,52.16,,5.0
674A2C5314949C0,32.65,25.0,4.2
7D7508674838272,47.42,23.0,4.5
74E126DFABE21A0,41.55,62.0,2.6
E73E950D99DDB2B,63.32,18.0,2.4
B2363F08BA7E755,67.08,10.0,4.6
461065FEE482089,0.4,,3.7
B527AD447DF042D,48.49,148.0,3.2
8232E422202CFBD,63.16,13.0,4.5
19DAB95B08C1481,18.11,72.0,4.5
11AB44B0700608A,2.68,7.0,5.0
F3B6C6EB073DE5E,91.04,19.0,
50F7CECAEB14BD1,22.95,20.0,4.4
A813DABDA192D89,4.08,31.0,
AA3CC31E8E69662,11.43,13.0,4.1
9E420B6A7632EF9,16.78,26.0,3.2
66A5CF7E576FFCC,31.6,75.0,3.9
7D17D39D0309F7D,58.01,12.0,4.0
0E6563B79D6669D,0.4,34.0,3.9
54C71129D15B559,77.08,80.0,5.0
4E6B89CD1AAE811,17.97,23.0,4.4
2734A4E7C2B3394,32.76,9.0,5.0
0E091110CDB9D09,7.28,10.0,4.2
52DEF767A42139F,107.44,15.0,3.9
9EEE12F1F246EDC,11.5,18.0,4.7
5EF6DA60E913BAC,44.55,106.0,
D24568E16D34FB4,48.6,41.0,4.8
DD01F66F6F569F7,79.07,17.0,5.0
E93F1DF5BD1B480,38.42,23.0,5.0
17C596DBED05603,66.77,45.0,3.5
1501AE61E41A493,16.69,32.0,4.6
2B504FDE9F2DABB,52.86,70.0,3.8
C4184C71136B949,51.44,14.0,4.4
9B7D58C484400F9,0.4,80.0,4.8
AD342702ADF32B7,31.76,42.0,4.1
440C7C6A67E58A7,11.93,7.0,2.6
99BD1AC7D9EA7A5,17.37,100.0,5.0
F632FE1407CCC59,24.35,36.0,
F5CDD274D7966C5,14.15,23.0,4.8
8AB9B34A48331D4,43.23,,3.7
AE5E6C583345F7E,14.26,4.0,4.8
8E237713BB32CCD,42.55,15.0,5.0
B562928B008B7E2,7.44,19.0,3.3
716A0D86415BCF4,46.3,,4.4
BE38D7FAE7B1808,5.79,28.0,3.9
6B7ECB76B399E48,0.4,19.0,4.6
1C70D423E6BE4F4,50.15,22.0,2.0
D2AC76E4718F743,54.54,88.0,4.5
325284AEA13488B,105.37,6.0,3.9
B3BE906BC1DC54E,54.6,9.0,4.7
7E3067497E94128,13.91,34.0,3.4
07729E1162921D7,100.64,54.0,3.2
ABFCE3F5E862DCE,12.63,3.0,3.5
CF861A8281E49C0,59.28,39.0,4.7
A839AF40CEDE8EA,12.21,13.0,5.0
AE6B10DFE2D81A6,8.73,23.0,4.6
212BF670B24C585,4.71,11.0,4.2
7CCD4AC23260212,9.31,5.0,5.0
D5CEE9D81E28186,8.59,119.0,4.6
FE32DD20D85169A,20.26,,
DE838C91B14CF8B,1.37,22.0,4.1
A97E8015756AB2E,0.4,5.0,4.9
BF9ACCC17096222,46.1,25.0,5.0
8662BB2C7F6416C,0.4,18.0,4.1
835B11DD79AD535,91.53,81.0,4.7
808E7FBABC5940D,11.84,22.0,
0904051C829890D,9.54,,3.8
F0FF94A94FCC061,13.02,9.0,4.0
4210C5D94CFE75D,73.97,31.0,5.0
80C73B609161230,10.32,43.0,4.8
E7F8E68E05673EB,0.4,72.0,3.2
4B12480A11DAEE3,12.74,70.0,5.0
AB66E4D8650A146,42.3,15.0,4.4
8C41CC0A02D8D63,9.95,9.0,3.5
5460571E9716A1E,7.3,36.0,
7FECE10799ED602,11.12,7.0,
45AB576591A765D,19.93,24.0,3.2
AF51D2DA47AFD4F,18.66,50.0,3.2
A3713C5F7D3A214,57.15,99.0,4.1
CFD90566E0A2818,12.11,33.0,3.8
0356E1677C90890,4.44,,4.4
83C4C0E09C5D662,0.4,176.0,4.4
42C2D3756570F2A,65.15,1.0,
F8B2ADA46B7D4C9,50.49,6.0,4.8
34BAF3B7CD0FD26,81.54,104.0,
7D8676B58C23093,84.08,4.0,
743668A1924DBE2,5.57,36.0,4.9
45C9C8F0A8D69B8,23.3,10.0,3.9
9AEC63481FD22F1,12.47,89.0,4.9
5D58E7E1AED20BB,12.23,25.0,5.0
AF275A95C1C5594,21.12,8.0,3.0
78BE7E3E62D2B8E,42.85,13.0,5.0
5EBB83E4CE0CF28,64.84,17.0,
5EF0588453061AF,3.3,59.0,3.9
2FB5A772B9FC283,6.39,47.0,4.3
CBC137873CC3983,33.18,268.0,3.8
F91CF7B77370D5D,0.4,10.0,5.0
463688BC2A26DF6,0.4,29.0,4.8
F5A3817B3942E5C,12.68,,4.8
3B83144A222D2E2,83.97,15.0,4.5
0210983D08CAF34,7.04,78.0,3.5
AB42915FD3860F7,4.16,23.0,5.0
8F3CAA6D13E7851,46.48,11.0,4.6
07DEC2A0BA86CCE,5.95,101.0,2.2
64888DA5372A3E2,7.02,92.0,4.8
C2E21C8FFB94231,58.67,15.0,4.8
1B222A3C3FE6D31,39.91,66.0,5.0
2FF425D95642E14,76.09,,4.0
ED8372F18549099,40.39,154.0,4.0
0FD221A9ED5220C,0.4,3.0,4.3
C51347345B47496,58.97,75.0,4.7
14B8E3AEFADFDDB,11.77,17.0,3.9
4393EFA0761EB1E,26.76,62.0,4.1
8B3F31E89A517F7,10.78,59.0,5.0
CCA5D14FC66A732,58.86,87.0,4.0
3BA1884DAAFF5A0,3.03,6.0,3.9
2F44C11EA56EDAE,0.4,11.0,3.9
11BE13740A49299,13.53,19.0,4.8
B70BAEA5AB4FD30,24.57,30.0,4.1
7CD81C3FEF2CFDF,41.9,108.0,5.0
0E823FB78A21A45,37.7,26.0,4.5
84C511EED3310E4,0.4,12.0,
BDCE460F92F90AE,61.68,100.0,
3636780CD821E07,61.67,56.0,
2B40A17D51EE959,5.97,13.0,3.8
AFDD6551EC7DA2D,47.3,,4.6
DC38A619DE86724,9.45,36.0,5.0
69DBE071BD896B1,58.68,,5.0
98B699131C77ABD,55.27,24.0,4.1
16605A556F37EA0,50.75,35.0,3.9
D1713F60B43375B,57.71,22.0,
E3AB1FA76C02D83,1.83,22.0,4.5
EDE207A1D9E4D66,11.98,,4.3
42B4F1598E39D5A,32.54,9.0,3.0
AB8593002885F2C,73.58,142.0,1.6
86D875876391E9F,51.77,9.0,3.7
1164A07CB6E5D1D,75.52,18.0,
D5FA5077EF39241,67.71,45.0,
F3AC440F5CDCD58,33.55,33.0,4.4
795ED90782955D0,31.59,16.0,2.7
3D69D1E47C64F91,71.17,12.0,3.8
FF7349C4B3984B9,18.32,75.0,
35D5A346F4F6343,45.02,45.0,3.9
4706739BCEC0CA0,40.89,16.0,3.3
D1D202778E24A1F,23.44,15.0,2.9
55EE68559911180,0.4,35.0,5.0
B83388FBDBB1134,41.69,204.0,4.1
6C7B14EC60AB597,0.4,9.0,3.2
54450A2C5C0E079,41.09,36.0,4.6
5ECA64EA9949226,6.45,64.0,4.8
0BE886CBF49DD91,74.64,,5.0
0504DBFBDF2F2AF,6.4,14.0,5.0
F09F5513077BC85,8.13,,2.5
691B9746FF16FD7,67.85,21.0,2.8
49210C9F5648EE5,53.2,24.0,5.0
15D73AC7401DD68,43.66,26.0,5.0
77B10A3FCFB9E5A,52.73,43.0,5.0
1C0C69DB3160992,36.43,35.0,5.0
425A16431CC3782,1.05,68.0,4.0
5287E5719030C2E,13.6,118.0,
BB5930673D9AD28,10.82,38.0,3.7
E4D13DCCC9DC9EE,82.5,13.0,4.1
43936ABC7F2AFD0,43.37,7.0,4.7
B9EDAEEF9A2915A,73.13,188.0,4.6
232D10A6BF5C25F,11.93,,2.3
7769C2EEE8F4693,5.04,35.0,5.0
5DF6656D0E7D554,9.35,30.0,4.9
88BFF603D5835FA,62.95,13.0,4.8
CB68A58F823D1B9,33.32,17.0,4.7
786B798AE90A868,61.16,69.0,3.2
3385AC4CA179A1D,49.74,25.0,2.7
A9C6F4D022EA771,2.29,127.0,1.7
5AEBA0B052F222E,50.75,9.0,4.9
D4E59B2387A82C1,56.98,15.0,
ECA1FB9BFD021D7,13.25,4.0,5.0
827C134378202F8,8.64,8.0,5.0
58E7667A6932637,0.4,24.0,
932A79A9B258C0C,45.29,13.0,4.6
319F48AE8C03767,81.56,9.0,
B4FF480E1A24946,12.92,27.0,4.1
DE91C1F863BE6E9,29.69,38.0,3.5
9914E5DCD46FCE0,7.45,17.0,5.0
0027A0CFBA4EC67,44.85,44.0,3.8
6515289F58C1EC1,87.12,13.0,5.0
9639AABBD3124EC,10.33,4.0,5.0
3331B1307216D9C,6.56,21.0,4.7
88B156E0B44B273,76.0,9.0,4.6
107BDD455884F86,60.09,22.0,4.8
D887AB036E912E5,4.06,,4.4
256A0F4F5DA4A19,54.84,6.0,
16E4546C3DC05C4,70.41,65.0,4.5
09C72982D77A376,0.4,32.0,4.6
72F0895D04B6CD2,0.4,48.0,4.5
4A262B321790B61,12.04,4.0,4.9
DFD07895B8B00E2,7.18,23.0,5.0
4F358E83D115E89,74.04,173.0,4.3
DC9AA1250C86239,51.83,43.0,3.9
93493B15E33B238,36.1,43.0,5.0
972DBAAB6FFB0D3,75.89,7.0,
0202DB3EFD7ABC0,25.82,24.0,5.0
97B5E6814B84FF8,3.8,95.0,
8A09DFC904C3764,4.6,119.0,2.9
3ED88AE187F453A,2.42,36.0,4.4
715958A93B2EF4B,12.72,35.0,4.5
46839C52AAF95A1,60.25,2.0,4.9
272F312D97981F2,18.32,47.0,3.4
9194BF1DD7CE956,37.72,190.0,3.9
AC493BD4F0F66EA,9.05,20.0,5.0
42AE34545763F31,8.44,36.0,3.9
DEDCB9140FA4527,55.7,11.0,4.1
1F34CE44EE9CDE2,78.96,12.0,4.4
40DE986387ACDA0,5.11,78.0,4.2
580CA31402AD1BD,7.69,6.0,4.7
8D0B4DEBEA784AD,7.43,97.0,5.0
E152FB04EC5EBF2,0.4,85.0,5.0
C3EFAB782EE8997,24.88,14.0,3.4
06A535A5CCE6E0D,0.4,14.0,
5D3256ABD0A9643,56.9,30.0,4.3
E49FDAC03DA2F1D,28.04,105.0,4.5
033D2B6A37D41F4,12.1,67.0,5.0
65D634DED07E8EB,5.88,20.0,4.2
8C678AEFCF63C6D,0.4,4.0,5.0
CBDAED15ED7A49B,56.18,67.0,5.0
A880E82EEEF4562,24.57,44.0,4.2
A6D2BC021FE25F8,36.86,115.0,4.3
97980BDDADF8690,52.58,98.0,3.9
023DF7105C1B4D0,51.31,151.0,3.4
47B56496E1FDC3F,6.34,16.0,
6F3D7F069634EA4,60.55,22.0,4.1
5EC65DD5D4C13AF,17.3,23.0,2.2
998F4CFC8FE8559,27.67,64.0,
A3FEFF9DE49E9B8,20.33,31.0,4.5
1CB12DBBED6BC4A,59.64,33.0,4.7
9302D421E43157D,1.27,66.0,3.4
1EADC9CE3D8B20C,61.75,55.0,4.8
DB352CC265A18E0,9.26,51.0,3.9
B3A458C39CD5FBB,22.37,31.0,3.4
65CFEEE2A427897,22.47,35.0,1.9
4A5C56968933D76,76.47,19.0,2.8
47192ED540B8B59,64.67,140.0,5.0
C075AD4CBDD5DEE,15.88,11.0,3.3
09915B52909B46A,26.63,22.0,
65F0394E606190E,6.96,2.0,5.0
4F7FF20DA45CC86,18.08,86.0,5.0
1AA42DCA82CE7BF,64.98,74.0,3.9
7C3A38551C866BA,66.07,145.0,5.0
8E151C9AFCA5D41,42.36,21.0,5.0
4BAD4BD3C19F7DF,17.55,35.0,4.3
8285A78FEE0CC67,50.38,7.0,3.7
CFA5FA52D898CE1,71.09,34.0,3.6
292B3E5F4FEE390,43.03,11.0,4.4
74694303EFE3B26,17.56,16.0,4.1
6BBB44D4D9E8E0A,58.21,3.0,2.9
A386E7094382AE5,0.4,70.0,3.9
F4D9628072B57A7,70.21,13.0,4.1
56641BB61A5C9B0,0.4,25.0,
434EA5386FA8319,10.88,18.0,4.9
4AD7B648112BE13,13.69,39.0,4.0
5E266473A105239,6.52,69.0,3.9
E21D5FEF44392B2,12.07,94.0,4.6
C67089DC37ADC25,11.0,37.0,4.2
E738C5288E005BB,27.35,25.0,5.0
432DC0F922E3384,12.83,72.0,4.6
DCB4B46135A7F07,39230.0,13.0,5.0
5E81CB12C79E229,18.52,259.0,5.0
3C74058BF64828D,4.68,40.0,4.6
71DCAE75F85B162,42.76,29.0,4.8
654393A84A77706,71.34,29.0,4.7
1BA3FDB73ECD421,41.34,25.0,3.0
EC328B13B92D31D,71.94,9.0,
C0B6B5D2ED235A4,51.37,14.0,4.8
F74591FC3AA42D0,61.51,9.0,4.1
DCD7CD88A67A0F1,54.65,70.0,4.3
1F90BF681FA2647,33.66,,4.0
1A86B12C512B26D,51.33,50.0,4.6
312618EA4921B50,67.01,30.0,3.4
FC3CBB162D63828,6.49,38.0,4.4
20C5D9A48CDCF2A,0.4,61.0,3.0
15F296B2228BBC5,83.01,57.0,4.4
BCFB2C5E6258BAE,83.1,437.0,4.1
0C6AB4A5255CE8D,45.5,22.0,4.1
0AB8748BDEF8398,55.2,48.0,5.0
71FBCB3ED21E0BB,0.64,36.0,4.3
D0BE9F615364E81,71.46,65.0,4.3
F48C1C1D8DA68DB,0.4,11.0,4.7
2232FA459782633,38.04,14.0,
E77ECA0E37DC5A7,0.4,,4.2
FFB4562DA1C1FFD,13.09,22.0,1.7
4E1320F21D50C54,80.47,,4.6
58BF808C18750F4,33.85,37.0,3.9
0E192C08296B9EE,11.18,45.0,4.3
130D0045DE5AA00,78.23,16.0,3.8
8525FC3E48A4033,39.97,4.0,5.0
DBCC56396D5B089,28.89,303.0,4.3
3F67CCD503351AD,8.63,33.0,4.7
C0691E2A3144D62,36.48,19.0,3.2
C250CDB1828E353,18.13,14.0,5.0
38FF892E4C42756,0.4,32.0,4.7
2AF7CEEF7445F77,1.2,9.0,4.6
597F8707621A729,47.69,21.0,4.9
324953215BFBD50,2.78,54.0,4.2
CE17A1985651234,12.08,28.0,4.0
4F8B76C3C4787E9,41.85,36.0,3.2
D406AEEE497A8AB,68.39,14.0,4.9
D7ECDFDEDB60E7A,9.14,40.0,5.0
00E97EAD89E2FC7,4.7,6.0,5.0
2AD1EB77BEFFF51,4.56,54.0,5.0
480A541FB78092E,41.28,,3.4
B4FEB98E44C4D80,60.73,21.0,5.0
660DFF69F6FBE17,24.58,83.0,5.0
7EA54EEBABCFCCE,22.68,30.0,4.7
32AE88262A20016,7.79,40.0,
37A42DC3979038D,13.38,16.0,2.1
8394B4BC07D8975,26.4,31.0,3.9
503DFA3ECCE9105,3.29,144.0,3.7
459F13D786C3F2D,10.64,57.0,3.5
FE0C7C3F27F8647,11.19,8.0,4.7
B0A70BE702446A6,51.54,39.0,4.6
0CBDC20977C50E1,50.58,119.0,3.4
C9348A6110A588A,12.45,86.0,3.9
B7EB529E292D813,53.48,39.0,5.0
9CA5B09FFC76FF5,0.4,59.0,3.8
A357545C8176F1B,16.41,2.0,
2B0798CC0B97B6B,0.4,30.0,4.9
0A07224EB547984,19.39,75.0,3.2
6E1F19ABF46BF0C,97.96,20.0,4.2
3E9FB702EC0691A,4.92,26.0,4.5
1108AE55DB81F55,58.29,48.0,5.0
79A35B4D0B26B0E,0.4,,3.1
B36B6B8FCB3F813,58.43,34.0,3.7
65F44FC81E8971B,55.57,128.0,4.3
9975B7383506D64,66.6,84.0,2.3
81F15F60AAF89FF,7.61,122.0,2.7
B2A5A5DC89224AC,46.95,13.0,4.7
C403A0F9C6500A3,0.4,68.0,
1F2E3E3E6617BDB,50.78,10.0,5.0
214725B1AC92214,82.31,40.0,4.1
0F7ECFB30A965BD,0.58,17.0,4.1
66A1342D956BF8C,3.8,52.0,4.6
17E0AF443842CDC,51.37,68.0,
